"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"1741",1741,1741," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","12","23"," Android",71
"1742",1742,1742," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","12","23"," Android",331
"1743",1743,1743,"From  MannKiBaat to  JanKiBaat on  demonetization    Youth on  DEMONETIZATION  janjankibaat    ",0,1,0,"positive","12","23"," Web Client",0
"1744",1744,1744," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Android",270
"1745",1745,1745," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," iPhone",637
"1746",1746,1746," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1747",1747,1747,"No Service charge for online ticket booking  Read More    IRCTC ",0,0,1,"neutral","12","23"," Web Client",0
"1748",1748,1748," Most people are with you  on  Demonetization Pl run a poll on where citizens face most harassment in the ",0,0,1,"neutral","12","23"," iPhone",12
"1749",1749,1749,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","12","23"," Web Client",520
"1750",1750,1750,"All the congressis are crying like babies because  NarendraModi through his  demonetization have given blow to them  DeModitisation March",1,1,0,"positive","12","23"," Android",0
"1751",1751,1751," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Web Client",270
"1752",1752,1752," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","12","23"," Android",112
"1753",1753,1753," HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","12","23"," iPhone",7
"1754",1754,1754," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1755",1755,1755," A whopping 80  of people surveyed say the inconvenience caused by  DeMonetization is worth the effort as per a    ",0,2,0,"positive","12","23"," Android",18
"1756",1756,1756," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1757",1757,1757," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1758",1758,1758," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Web Client",637
"1759",1759,1759,"Most people are with you  on  Demonetization Pl run a poll on where citizens face most harassment in the hands of the corrupt",1,0,0,"negative","12","23"," Web Client",12
"1760",1760,1760," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Android",270
"1761",1761,1761," Minority institutions are exempt from  Demonetization  How can I T conduct raids  ",1,0,0,"negative","12","23"," Android",1
"1762",1762,1762,"RT if you support  Demonetization and Favorite if you are against it   BlackMoney",0,1,0,"positive","12","23"," iPhone",1
"1763",1763,1763," corporationbank today announced at 10am to people standing in line since dawn that nobody will get more than 10 000  WTH    demonetization",0,2,0,"positive","12","23"," Android",0
"1764",1764,1764," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1765",1765,1765," HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","12","23","Mobile Web (M5)",7
"1766",1766,1766," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","12","23"," Android",112
"1767",1767,1767," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1768",1768,1768," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Android",270
"1769",1769,1769," PM asks for opinion on  demonetization via official  NarendraModi app  ",0,0,1,"neutral","12","23","IFTTT",0
"1770",1770,1770," So what s the limit  24k per week  account  amp  50k per week  account   Demonetization",0,0,1,"neutral","12","23"," Web Client",1
"1771",1771,1771,"  PM asks for opinion on  demonetization via official  NarendraModi app  ",0,0,1,"neutral","12","23","InteractWithBrands1",2
"1772",1772,1772," PM asks for opinion on  demonetization via official  NarendraModi app  ",0,0,1,"neutral","12","23"," Web Client",2
"1773",1773,1773," HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","12","23"," Android",7
"1774",1774,1774," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," iPhone",270
"1775",1775,1775," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","12","23"," Android",331
"1776",1776,1776,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","12","23"," Android",520
"1777",1777,1777,"  Demonetization is the 2nd word trending after  Intolerance  Thanks Pappu  Kejri  Mamta   VishalJanSabha  KhulkeDulke  Ind ",1,1,0,"positive","12","23"," Android",8
"1778",1778,1778,"  Demonetization  Announcements by   ",0,0,1,"neutral","12","23"," iPhone",88
"1779",1779,1779," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","12","23"," Android",954
"1780",1780,1780,"  DeMonetization   Some thoughts   2 weeks over after that 8 00 PM speech  Lines hv reduced at banks for exchange  ATMs h ",0,2,0,"positive","12","23"," iPhone",36
"1781",1781,1781,"Attend the round table session on effect of  Demonetization today    ",0,0,1,"neutral","12","23"," Web Client",2
"1782",1782,1782," 500 Crore wedding of Janardhan Reddy  amp  11 Million views of  Kriti are the only two not affected by  demonetization  ",0,0,1,"neutral","12","23"," Android",237
"1783",1783,1783," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," iPhone",637
"1784",1784,1784,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","12","23"," Android",520
"1785",1785,1785,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","12","23"," Android",520
"1786",1786,1786,"So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modi s  demonetization move  Ha ",0,1,0,"positive","12","23"," Android",1
"1787",1787,1787," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1788",1788,1788," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23","Mobile Web (M2)",637
"1789",1789,1789," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","12","23"," Android",33
"1790",1790,1790," HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","12","23"," Web Client",7
"1791",1791,1791,"  giving cash through Mini ATMs to people in Hinterland   IndiaKaDil  Helping rural people in  Demonetization ",0,2,0,"positive","12","23"," Android",18
"1792",1792,1792," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Web Client",270
"1793",1793,1793," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","12","23"," Android",12
"1794",1794,1794," RakhiSawant Appreciates PM  NarendraModi over  Demonetization ",0,0,1,"neutral","12","23"," Web Client",0
"1795",1795,1795,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","12","23"," Android",520
"1796",1796,1796," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1797",1797,1797,"Round Table on Impact of  Demonetization on Indian Economy  amp  GDP organized      ",0,1,0,"positive","12","23"," Web Client",0
"1798",1798,1798," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," Android",637
"1799",1799,1799," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1800",1800,1800," Demonetization will not affect any upcoming election that BJP faces in coming days  amp  People  amp  as party we are confident of PM Move  V Naidu",0,1,0,"positive","12","23"," Android",0
"1801",1801,1801," This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","12","23"," Android",5
"1802",1802,1802,"At last Jagan responds on the Demonetization issue   Demonetization  ",0,0,1,"neutral","12","23"," Web Client",0
"1803",1803,1803," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","12","23"," Web Client",12
"1804",1804,1804,"We cannot change the reality of  demonetization   but we can change how we deal with it  Talk to us to deal with st  ",0,2,0,"positive","12","23","Buffer",1
"1805",1805,1805,"Impact of  Demonetization on payments at supermarkets and hyper markets owned by Future Retail  ",0,0,1,"neutral","12","23","Tweetbot for i<U+039FS</a>",1
"1806",1806,1806," Mobile  payment wallet  apps see tremendous growth in users and transactions  demonetization via  ",1,1,0,"positive","12","23","Buffer",0
"1807",1807,1807," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1808",1808,1808," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," iPhone",637
"1809",1809,1809," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1810",1810,1810," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","12","23","Mobile Web (M5)",7
"1811",1811,1811," Perfect  Demonetization message  mind blowing end  MustWatch  RT plz  ",0,1,0,"positive","12","23"," iPhone",50
"1812",1812,1812,"If  Demonetization was hit   BJP would have put a hoardings all across the country     ",1,0,0,"negative","12","23"," Android",0
"1813",1813,1813,"So what s the limit  24k per week  account  amp  50k per week  account   Demonetization",0,0,1,"neutral","12","23"," Web Client",1
"1814",1814,1814," Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","12","23"," Android",7
"1815",1815,1815,"  RajThackeray welcomes  Demonetization but asks some real relevant questions to the govt on mismanagement and for the trouble ",1,2,0,"positive","12","23"," Android",16
"1816",1816,1816," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Android",270
"1817",1817,1817," Following  Demonetization of Rs500 1K notes and launch of Rs2K notes       ",0,1,0,"positive","12","23"," Web Client",2
"1818",1818,1818," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","12","23"," Android",270
"1819",1819,1819," So it has been more than 10 days since demonetization announcement  what are the potential benefits of the  demonetization ",0,0,1,"neutral","12","23"," Web Client",1
"1820",1820,1820," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1821",1821,1821," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","12","23"," iPad",637
"1822",1822,1822,"So it has been more than 10 days since demonetization announcement  what are the potential benefits of the  ",0,0,1,"neutral","12","23"," Web Client",1
"1823",1823,1823,"Why should we   Never Vote For BJP    they just launched a Apple watch app for  Demonetization issues  Its high tech ",1,1,0,"positive","12","23"," Web Client",0
"1824",1824,1824," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","12","23"," Android",275
"1825",1825,1825," Demonetization whenever you come back from an ATM  everyone at home gives you the Gabbar Singh look and asks you  ",0,0,1,"neutral","12","23"," iPhone",0
"1826",1826,1826," going by the reaction which party seems to have suffered max loss due to  demonetization",1,0,0,"negative","12","23"," Android",14
"1827",1827,1827," This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","12","23"," Web Client",5
"1828",1828,1828," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","11","23"," Web Client",12
"1829",1829,1829,"FreeCharge to on board one million merchants in next 12 months  Demonetization    gt   Digital India    gt   Clean India ",0,1,0,"positive","11","23"," iPhone",0
"1830",1830,1830," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","11","23"," Android",12
"1831",1831,1831," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," iPhone",637
"1832",1832,1832," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","11","23"," Android",12
"1833",1833,1833," This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","11","23","RoundTeam",5
"1834",1834,1834,"Read latest NIPFP blogpost titled   Demonetization  Cure and Care   by Dr  Pinaki Chakraborty    ",0,0,1,"neutral","11","23"," Web Client",1
"1835",1835,1835,"HPCL Mangalore RO team assisting people during  Demonetization ",0,0,1,"neutral","11","23","TweetDeck",0
"1836",1836,1836,"Bank  amp  Atm queue is not reducing but money is reducing  Solve the problem soon  demonetization  ModiMosa2  ",1,1,0,"positive","11","23","TweetDeck",0
"1837",1837,1837," Chandrababu first said that Narendra Modi had implemented  Demonetization  taking his advice  Upon seeing    ",0,0,1,"neutral","11","23"," Android",7
"1838",1838,1838," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," iPhone",270
"1839",1839,1839," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1840",1840,1840," This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","11","23"," Android",5
"1841",1841,1841," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1842",1842,1842,"Minority institutions are exempt from  Demonetization  How can I T conduct raids  ",1,0,0,"negative","11","23"," Android",1
"1843",1843,1843," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Web Client",275
"1844",1844,1844," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","11","23"," Android",12
"1845",1845,1845," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," iPhone",275
"1846",1846,1846," This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","11","23"," iPad",5
"1847",1847,1847,"Useless things right now Rs  500  Rs  1000  amp  Rs  2000    No one is ready to accept it  demonetization  IMwithModi",1,0,0,"negative","11","23"," Android",0
"1848",1848,1848,"   PM Modi will go to Parliament armed with millions of Indians  expressing support for  demonetization  2N",1,1,0,"positive","11","23"," Android",5
"1849",1849,1849," You know   claim of patriotism may not be enough to dig yourself out of the  DeMonetization hole you have put ",0,0,1,"neutral","11","23"," Android",2
"1850",1850,1850," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Web Client",275
"1851",1851,1851," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Web Client",71
"1852",1852,1852," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Web Client",331
"1853",1853,1853," What s d fuss about  We stood in longer Q in  Demonetization Part I  Why should you ve issues with Q during Part II  No su ",1,0,0,"negative","11","23"," Android",216
"1854",1854,1854," Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","11","23"," Android",7
"1855",1855,1855,"HPCL GMO SZ  team assisting people at Chennai during  Demonetization  2 2  ",0,0,1,"neutral","11","23","TweetDeck",0
"1856",1856,1856," demonetization just about takes care of  chori ka paisa    now we have to stop the chori of Babus  Politicians  Govt Employees  amp  Judges",0,0,1,"neutral","11","23"," Web Client",0
"1857",1857,1857," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Web Client",331
"1858",1858,1858," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," iPhone",637
"1859",1859,1859," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1860",1860,1860,"From  MannKiBaat to  JanKiBaat on  demonetization    Citizens on  DEMONETIZATION  janjankibaat   ",0,0,1,"neutral","11","23"," Web Client",0
"1861",1861,1861," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Web Client",7
"1862",1862,1862,"   Dear Sir  Please do not rollback the  Demonetization  Come whatever may  We will not bend to stupidity of oppn",1,2,0,"positive","11","23"," Android",0
"1863",1863,1863," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1864",1864,1864," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1865",1865,1865," farmers are finding so much trouble to buy farming seeds boz few seed sellers r not ready to accept old notes  demonetization  currencyban",0,0,1,"neutral","11","23","TweetDeck",0
"1866",1866,1866," Chandrababu first said that Narendra Modi had implemented  Demonetization  taking his advice  Upon seeing    ",0,0,1,"neutral","11","23"," Web Client",7
"1867",1867,1867," YSRCP Chief YS Jagan Mohan Reddy s response to a media friend s question  Demonetization  YSJagan  Ysrcp  NCBN  Tdp ",0,2,0,"positive","11","23"," Web Client",11
"1868",1868,1868," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","11","23"," Web Client",33
"1869",1869,1869," Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","11","23"," Android",7
"1870",1870,1870,"HPCL GMO SZ  team assisting people at Chennai during  Demonetization  1 2  ",0,0,1,"neutral","11","23","TweetDeck",1
"1871",1871,1871," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Android",331
"1872",1872,1872," India s Modi Didn t Do His Homework ",0,0,1,"neutral","11","23"," Android",14
"1873",1873,1873," Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building ",0,1,0,"positive","11","23"," Web Client",12
"1874",1874,1874,"  Demonetization s Impact On the  India  Retail sector   Re Tales by Pankaj Renjhen   ET Retail ",0,0,1,"neutral","11","23"," Android",2
"1875",1875,1875," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1876",1876,1876," Demonetization don t know if true till see in news  crackdown on people exchanging money 20 30   Must be having crs beyond imagination   ",0,3,0,"positive","11","23","IFTTT",0
"1877",1877,1877,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," Android",22
"1878",1878,1878," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," iPhone",270
"1879",1879,1879," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Web Client",7
"1880",1880,1880,"This cuts through the bullshit into critical legal issues regarding  DeMonetization   MustRead  via ",0,1,0,"positive","11","23"," Web Client",5
"1881",1881,1881," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","11","23"," Android",33
"1882",1882,1882," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1883",1883,1883," HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","11","23"," Android",7
"1884",1884,1884," Chandrababu first said that Narendra Modi had implemented  Demonetization  taking his advice  Upon seeing    ",0,0,1,"neutral","11","23"," Web Client",1
"1885",1885,1885,"RUMOUR   Mohanlal Invested 3300 Crores Overseas Foreseeing  NoteBan   Lalettan  Demonetization  Mollywood  ",0,0,1,"neutral","11","23"," Web Client",0
"1886",1886,1886," Demonetization don t know if true till see in news  crackdown on people exchanging money  30   Must be having crs beyond imagination   ",0,3,0,"positive","11","23"," Android",0
"1887",1887,1887,"Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Build  ",0,1,0,"positive","11","23"," Web Client",12
"1888",1888,1888,"Chandrababu first said that Narendra Modi had implemented  Demonetization  taking his advice  Upon seeing      YSRcp",0,0,1,"neutral","11","23","IFTTT",1
"1889",1889,1889," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," iPhone",71
"1890",1890,1890," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Windows",71
"1891",1891,1891,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," Web Client",22
"1892",1892,1892," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Android",71
"1893",1893,1893," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Android",331
"1894",1894,1894,"At this point  where should  PayTM focus its marketing   demonetization",0,1,0,"positive","11","23"," iPhone",0
"1895",1895,1895," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," iPad",71
"1896",1896,1896," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," iPhone",71
"1897",1897,1897," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Android",71
"1898",1898,1898,"HPCL Bangalore RO Helping Banks with  Demonetization Drive ",0,0,1,"neutral","11","23","TweetDeck",7
"1899",1899,1899," Very informative thread on  Demonetization  Must Read ",0,0,1,"neutral","11","23"," Web Client",1
"1900",1900,1900," Indian PC market is expected to be  sluggish  because of  demonetization  says IDC   ",1,0,0,"negative","11","23"," Android",3
"1901",1901,1901,"Rare sight corrupt queue up to confess their crime before Bapu the original sinner who inflicted Nehru on India  ",4,1,0,"negative","11","23"," iPhone",134
"1902",1902,1902," Is  demonetization a gamechanging eco reform that ll hit terror funding  fake notes  amp  black economy ",4,1,0,"negative","11","23"," Android",321
"1903",1903,1903," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1904",1904,1904," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","11","23"," Android",954
"1905",1905,1905," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Android",7
"1906",1906,1906," Samajwadi Party s Jaya Bachchan and AAP join TMC protest against   demonetization at Jantar Mantar  ",0,1,0,"positive","11","23"," Web Client",9
"1907",1907,1907," Days before  Demonetization announcement  ncbn sold his Heritage shares clearly evident that he had prior knowledg   ",0,1,0,"positive","11","23"," Web Client",1
"1908",1908,1908," YSRCP Chief YS Jagan Mohan Reddy s response to a media friend s question  Demonetization  YSJagan  Ysrcp  NCBN  Tdp ",0,2,0,"positive","11","23"," Web Client",11
"1909",1909,1909," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Android",7
"1910",1910,1910,"Chandrababu first said that Narendra Modi had implemented  Demonetization  taking his advice  Upon seeing    ",0,0,1,"neutral","11","23","Facebook",7
"1911",1911,1911,"  DeMonetization   Finally   No country at such a large scale has gone ahead with such a move  Give it to all us citizens ",0,2,0,"positive","11","23"," Web Client",32
"1912",1912,1912,"  DeMonetization   it will always be Vision 2020 in hindsight   many things could hv been done better  it was done with s ",0,1,0,"positive","11","23"," Web Client",9
"1913",1913,1913," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","11","23"," Web Client",33
"1914",1914,1914,"  DeMonetization   Ppl are ready to give  the 50 Days he asked for in the war against corruption and black m ",3,0,0,"negative","11","23"," Web Client",8
"1915",1915,1915,"  DeMonetization   other than the usual suspects making usual noises   majority of Indians still trust  on a ",0,2,0,"positive","11","23"," Web Client",33
"1916",1916,1916,"  DeMonetization   Folks who used to do big ticket purchases like bikes  cars using cash have vanished away",1,1,0,"positive","11","23"," Web Client",19
"1917",1917,1917," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1918",1918,1918," Lalit Joshi   After  Demonetization  Good Governance from Babudom is required for Transforming India ",0,1,0,"positive","11","23"," Android",5
"1919",1919,1919,"  DeMonetization   BM hoarders finding ways to move their cash   advance salaries in cash  repaying old dues to govt and ",0,2,0,"positive","11","23"," Web Client",15
"1920",1920,1920," You know   claim of patriotism may not be enough to dig yourself out of the  DeMonetization hole you have put ",0,0,1,"neutral","11","23"," iPhone",2
"1921",1921,1921," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","11","23"," Android",29
"1922",1922,1922,"  DeMonetization   allowing ppl to move online   Govt waived service charges on many online Trxns",0,0,1,"neutral","11","23"," Web Client",16
"1923",1923,1923,"  DeMonetization   Govt has either improvised or did course correction in steps taken  limits improvement and old notes f ",1,1,0,"positive","11","23"," Web Client",14
"1924",1924,1924,"  DeMonetization   many families realised that they can live with less cash in hand by moving to plastic and online Trxns",0,1,0,"positive","11","23"," Web Client",20
"1925",1925,1925,"Still 40  of atms are out of order or cashless  We public are facing so much of trouble   demonetization   ",0,1,0,"positive","11","23","TweetDeck",0
"1926",1926,1926," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23","Mobile Web (M5)",637
"1927",1927,1927,"  DeMonetization   malls and markets are getting back to life with purchases and folks are getting their change to 2K not ",0,0,1,"neutral","11","23"," Web Client",15
"1928",1928,1928,"  DeMonetization  heard from HNIs that they r getting calls to convert their BM to new notes with 30  cut   means new not ",1,1,0,"positive","11","23"," Web Client",18
"1929",1929,1929,"You know   claim of patriotism may not be enough to dig yourself out of the  DeMonetization hole you have put yourself in ",0,0,1,"neutral","11","23"," Web Client",2
